bedrooms,square_footage,bathrooms,location,age_of_house,garage_size,lot_size,distance_to_school,house_price
2,1522.9,1.5,Suburban,11.2,0,2529.8,3.03,275042.03
4,3147.1,3.0,Downtown,13.9,2,2237.7,2.42,821839.07
2,1120.7,1.0,Suburban,28.8,2,1096.5,4.26,172946.02
1,1261.0,1.0,Suburban,39.1,2,8723.0,5.81,196153.15
3,1747.9,2.0,Urban,16.4,2,12291.7,0.82,478791.25
4,2722.1,3.0,Suburban,41.8,2,12991.6,1.37,547569.13
3,2066.4,2.0,Urban,12.1,1,8969.3,6.49,491190.26
3,2548.6,2.5,Suburban,43.7,3,13420.3,2.39,496361.35
1,962.6,1.0,Downtown,12.6,1,13067.7,4.81,291272.31
3,2433.3,2.0,Rural,30.9,2,10775.1,9.4,308554.26
3,2309.7,2.5,Downtown,17.9,0,6083.2,8.69,597099.21
3,1581.7,2.0,Suburban,16.1,3,12580.7,1.11,369303.53
3,1970.6,2.0,Urban,17.7,2,6483.5,1.06,488710.3
3,2181.9,2.0,Downtown,25.0,0,6645.7,1.88,548899.27
2,944.8,1.0,Suburban,42.3,2,10493.1,1.61,220418.38
3,1854.9,2.5,Rural,38.0,1,13990.9,2.91,289039.98
2,1370.8,1.5,Suburban,22.5,2,8000.3,4.03,276620.04
4,3019.3,3.0,Suburban,14.1,0,3481.0,1.29,548480.57
5,3099.6,3.5,Suburban,42.7,1,2994.3,4.87,564447.68
5,3826.4,3.5,Urban,43.5,3,5231.3,5.53,850422.29
4,2171.4,3.5,Suburban,22.7,1,7407.2,6.79,409399.48
3,1834.6,1.5,Suburban,34.8,0,5167.3,4.36,313358.68
4,3718.8,4.0,Rural,18.5,2,10966.8,3.31,545605.14
3,1775.5,2.5,Rural,7.5,3,8597.1,6.61,303105.72
3,1497.2,2.0,Suburban,16.1,1,6694.2,9.16,273496.78
3,1580.4,2.5,Downtown,34.1,0,3987.7,4.27,418447.69
3,2418.2,1.5,Urban,38.5,2,9475.8,3.29,540667.03
4,2739.1,3.5,Suburban,42.6,3,10437.4,7.32,549540.55
3,1839.5,3.0,Urban,0.9,2,11978.4,8.83,493943.73
3,1971.5,2.5,Suburban,24.3,2,14871.9,9.62,429681.92
5,3484.3,3.0,Urban,13.7,1,4238.6,2.59,777537.77
2,1670.3,2.0,Suburban,34.2,2,1211.6,3.38,262569.02
3,2840.8,3.0,Rural,12.3,2,8006.2,9.11,413310.99
5,3297.4,4.5,Downtown,28.3,2,13936.1,3.06,959758.01
3,2220.2,1.5,Downtown,35.6,1,4482.7,3.78,554339.44
3,2157.0,2.5,Urban,38.5,1,11582.3,6.57,475312.77
2,1554.9,2.0,Suburban,13.5,1,5473.2,5.9,296799.5
3,1757.8,2.5,Suburban,4.4,2,6476.8,8.84,365459.51
4,2848.4,2.5,Rural,10.9,2,14268.2,6.31,449050.82
3,2559.5,2.5,Suburban,30.0,0,7454.2,5.14,442460.83
3,1876.1,2.5,Urban,2.0,0,11154.5,1.2,512273.47
2,1389.1,1.5,Downtown,7.9,3,8698.0,9.76,404987.7
1,1080.9,1.0,Urban,49.8,0,11694.7,4.51,201335.28
5,4151.1,4.0,Suburban,19.1,2,5443.1,5.94,780033.52
3,2614.3,2.0,Suburban,24.8,2,13276.5,5.27,492140.06
3,2869.4,2.5,Urban,0.6,2,8684.9,7.51,679139.45
2,1349.5,2.0,Suburban,29.6,0,5328.3,6.64,242309.7
3,2176.0,1.5,Rural,16.3,2,1534.8,3.76,288836.8
5,3905.4,4.0,Urban,26.5,2,1184.9,5.44,864273.17
3,1786.8,2.0,Urban,26.3,2,5947.1,8.35,413054.73
2,1460.4,1.5,Suburban,48.4,2,4019.8,6.52,247670.32
3,2777.3,2.5,Suburban,13.4,2,1737.5,9.57,514935.87
4,2154.5,2.5,Downtown,28.5,1,8739.8,7.66,592187.33
3,1849.3,2.0,Downtown,19.1,3,14843.0,5.11,584558.26
4,3403.8,2.5,Downtown,21.1,2,6912.6,8.17,854964.41
3,2382.9,2.5,Rural,2.8,2,8729.6,4.7,344628.74
4,2709.8,3.0,Suburban,34.4,0,4077.3,2.53,482421.36
3,2103.7,2.5,Urban,9.8,2,3868.8,6.48,502466.56
2,1253.4,1.5,Suburban,23.4,0,5597.2,3.86,236122.92
3,2338.1,2.0,Suburban,21.7,0,12690.7,0.74,419392.65
2,1647.4,2.0,Suburban,23.4,2,14448.1,2.53,360690.8
5,3501.4,4.0,Suburban,18.8,1,11356.2,2.09,719286.66
4,3554.7,3.0,Rural,12.1,2,1287.8,8.05,516486.89
3,1746.5,2.5,Rural,22.4,2,7137.8,7.4,287740.62
3,2078.7,2.0,Suburban,2.3,1,6889.8,6.34,405313.48
2,1587.4,2.0,Rural,12.1,1,14092.8,9.38,242129.09
4,2087.1,3.5,Downtown,39.2,2,11438.0,2.19,634131.35
3,1992.3,2.5,Downtown,42.1,2,11001.5,2.05,569487.44
2,1470.7,1.5,Suburban,35.8,2,8906.9,9.14,285677.9
3,2251.5,2.5,Urban,31.6,2,10041.7,6.65,531656.96
1,1014.3,1.5,Suburban,40.6,2,10780.5,5.8,177798.98
3,1974.1,3.0,Suburban,6.4,0,8735.8,7.53,383565.15
3,2286.8,3.0,Downtown,26.3,2,12827.6,3.18,688712.49
2,1758.9,1.0,Rural,5.8,2,1516.5,6.15,236272.67
6,4943.8,4.0,Urban,38.9,2,14179.3,4.56,1100212.02
2,2011.5,1.5,Suburban,26.0,2,11830.2,3.42,373351.18
2,1563.8,1.5,Rural,40.5,2,8405.5,8.82,199118.66
2,1293.7,1.5,Downtown,40.0,2,13044.6,2.03,402882.72
4,2416.0,3.0,Suburban,23.3,2,12591.7,0.67,513548.71
3,2263.6,3.0,Downtown,24.8,2,6871.5,3.91,639104.09
3,2252.1,2.0,Suburban,1.4,1,12757.4,2.38,479686.86
1,794.2,1.0,Downtown,26.2,1,3636.7,8.2,175132.22
1,984.1,1.0,Suburban,33.9,2,7568.8,1.7,158289.67
3,1733.3,2.5,Rural,11.7,1,4251.9,9.41,266902.23
4,2507.6,4.0,Suburban,49.3,1,2741.6,2.09,454076.49
4,2649.1,2.5,Suburban,48.7,0,13524.4,8.95,452000.46
2,1856.6,1.5,Suburban,14.1,0,6137.3,2.1,313401.2
3,2226.8,3.0,Urban,35.6,1,10581.4,0.96,539604.05
5,3567.8,3.5,Rural,1.5,1,6251.4,5.13,534372.63
3,2495.6,2.5,Suburban,33.3,2,8617.7,3.89,438354.91
4,2777.0,4.0,Urban,31.2,3,5872.6,6.18,653409.28
2,1167.1,1.0,Suburban,41.1,2,11398.2,6.59,228159.69
5,3072.4,3.5,Downtown,15.2,2,12010.5,9.38,878114.33
4,2669.6,3.0,Suburban,43.9,2,7027.5,9.55,479618.09
5,3021.4,3.0,Suburban,42.9,2,13034.6,5.2,588708.82
3,2576.5,3.0,Suburban,33.5,1,5974.3,2.48,491067.58
3,1922.0,2.0,Urban,23.6,2,11674.5,2.85,487932.54
5,3006.3,3.5,Suburban,30.9,0,10100.9,1.45,598359.88
3,2533.9,2.0,Rural,36.5,2,7383.7,3.16,340397.35
3,1869.6,2.5,Rural,48.8,0,13444.9,9.16,238285.04
4,2903.0,3.0,Suburban,6.1,1,9011.5,3.96,584434.51
4,3103.3,2.5,Suburban,15.7,2,12762.6,6.48,622086.88
5,2726.4,4.0,Suburban,39.0,1,11266.7,9.82,528095.72
2,1329.0,2.0,Suburban,20.5,1,8456.0,1.51,284981.26
4,2925.0,3.0,Rural,33.6,2,5569.9,7.87,403185.4
4,3328.2,3.0,Downtown,6.7,0,14315.9,7.15,884057.86
2,1329.2,2.0,Suburban,35.5,0,1794.4,8.28,207589.32
3,2180.2,2.0,Downtown,33.7,1,13522.8,1.8,603309.5
3,2040.3,3.0,Urban,29.3,2,8089.5,5.27,485367.28
3,2305.0,2.0,Downtown,38.3,1,11482.4,6.5,608628.05
6,2852.2,4.0,Rural,44.0,2,5677.8,7.72,398828.82
3,2318.8,2.0,Suburban,41.5,1,6378.9,7.27,431261.48
4,2361.9,3.0,Rural,6.4,1,3670.5,5.92,352680.44
5,3342.2,4.0,Rural,37.2,1,14360.8,4.96,492443.09
3,1324.4,1.5,Urban,22.5,2,1606.2,9.45,306647.87
4,2021.0,3.0,Suburban,16.7,2,6415.6,2.23,412875.5
3,2167.5,2.5,Downtown,44.0,1,5685.8,2.44,581303.03
4,2407.4,2.5,Rural,28.0,1,12383.1,1.56,355925.13
2,1467.8,1.5,Urban,25.1,1,8022.3,1.57,357224.98
5,4046.1,4.0,Suburban,39.2,3,3367.5,8.8,733572.34
2,1862.6,1.0,Suburban,27.7,1,8126.2,6.26,309077.6
3,2387.2,2.0,Downtown,42.9,2,4304.2,9.38,581298.97
4,2541.9,3.5,Urban,5.1,1,1239.6,8.93,597691.46
3,2911.6,3.0,Downtown,38.8,2,8623.6,3.35,802923.76
3,1896.1,2.5,Urban,8.2,2,6045.7,6.59,477121.24
3,2602.9,2.0,Urban,11.3,2,4344.4,4.1,577352.49
4,2671.9,3.0,Suburban,9.0,3,3411.3,8.82,499135.47
2,1029.3,2.0,Rural,11.9,2,7351.7,7.48,165811.61
2,1638.9,2.0,Urban,36.6,3,13174.7,1.67,422207.44
3,1983.1,2.0,Suburban,32.8,2,11613.8,2.91,393647.7
3,1677.1,2.5,Rural,11.5,2,1064.8,6.75,262362.63
2,1297.7,1.5,Rural,13.5,2,11236.1,2.84,225775.61
3,1753.7,2.0,Urban,5.0,0,2018.1,5.57,379689.82
3,2320.3,2.0,Downtown,20.7,1,8672.0,2.82,616040.14
2,697.9,2.0,Suburban,18.9,1,11920.6,6.98,172697.43
3,2516.4,2.5,Rural,7.3,0,7346.1,1.21,371652.62
4,2308.3,3.0,Suburban,41.7,3,6273.7,7.35,452888.81
2,1172.9,1.5,Suburban,42.6,0,14152.6,3.7,219983.34
3,2460.2,2.5,Rural,5.5,1,1409.7,4.81,319955.42
3,2422.6,2.0,Downtown,13.3,1,2483.6,5.09,656399.98
3,2482.3,2.5,Downtown,36.8,2,13184.6,2.35,688690.53
4,2577.8,2.5,Rural,43.5,2,13407.3,9.45,372575.19
3,2242.6,2.5,Downtown,3.6,2,6218.3,0.5,626974.59
3,2019.4,2.5,Suburban,45.1,2,8562.8,4.04,394871.51
1,958.8,1.0,Rural,3.1,1,3301.5,1.72,161314.78
3,2059.6,2.5,Urban,31.7,3,13379.9,3.92,528195.89
3,1510.4,2.5,Suburban,1.1,1,7566.9,1.49,352350.46
1,962.0,1.0,Urban,46.4,1,8897.2,4.1,192547.68
3,1995.2,1.5,Suburban,17.7,2,2652.8,2.34,362468.54
5,3500.1,4.0,Suburban,32.4,1,9607.5,5.76,659158.64
3,2535.9,3.0,Suburban,9.2,2,10741.6,0.61,529965.33
3,1821.8,2.0,Suburban,16.1,1,5126.1,5.31,368830.39
5,3496.9,3.5,Urban,37.4,1,13546.1,3.19,815694.11
4,2527.6,3.5,Suburban,48.6,1,3854.7,3.55,449806.4
3,1997.1,2.0,Downtown,49.6,2,13563.3,3.87,531554.05
4,2848.3,2.5,Downtown,40.5,0,10846.8,6.7,685123.55
4,3215.5,3.0,Suburban,42.4,2,12631.9,7.7,607604.22
3,1744.2,2.0,Rural,48.5,2,10787.2,3.63,250540.22
3,2169.3,2.5,Suburban,2.0,2,6997.9,9.29,442397.11
3,2110.7,2.0,Downtown,8.5,1,5642.0,7.59,609038.07
5,3307.4,4.0,Downtown,2.6,2,11277.0,4.34,967350.22
3,1686.7,2.5,Suburban,25.1,2,5174.3,1.43,352709.99
2,1967.9,2.0,Downtown,47.9,1,1866.0,5.82,425110.25
4,1947.0,3.5,Downtown,29.1,3,4458.1,6.33,571266.69
3,2160.9,2.0,Urban,27.8,1,11573.3,1.79,495894.45
2,1313.7,1.0,Urban,41.3,1,12105.1,8.59,263079.79
3,2764.9,2.5,Rural,46.4,0,4872.5,4.12,320185.6
3,1736.8,2.0,Urban,34.9,0,5590.9,1.95,363886.36
4,3120.2,3.0,Suburban,44.8,2,8690.7,5.45,576549.2
2,1521.9,1.0,Urban,8.8,2,4667.6,4.51,349026.65
4,2455.8,3.5,Suburban,25.2,1,9486.4,6.6,489594.57
3,2406.8,2.0,Downtown,18.2,3,4948.6,2.14,647927.85
2,1798.0,1.5,Suburban,16.6,2,2692.3,0.7,341077.27
5,3010.2,3.5,Downtown,10.7,1,3167.7,5.03,822962.7
3,1974.4,2.5,Downtown,44.7,1,4507.7,1.99,499476.89
3,2372.8,2.5,Downtown,22.5,1,3350.7,1.99,611400.94
3,1401.1,2.0,Rural,26.5,2,14640.8,6.94,249874.48
4,2561.3,2.5,Urban,13.8,2,10217.2,2.96,602177.43
3,3029.3,1.5,Suburban,48.1,1,3509.6,8.48,466157.75
2,1495.9,1.5,Downtown,30.6,2,6934.6,5.39,380668.6
2,1850.7,1.5,Downtown,0.0,3,4767.8,6.28,529358.54
3,2006.8,2.0,Suburban,13.4,2,10583.4,3.55,412352.9
4,2651.0,3.0,Suburban,50.0,2,13141.9,2.63,504344.29
3,2283.0,2.5,Urban,48.7,1,6611.6,2.01,491945.83
2,1642.1,2.0,Downtown,27.2,0,7003.7,7.22,420550.94
2,1497.8,1.0,Suburban,28.2,3,6578.5,7.05,290099.71
3,2634.3,2.0,Rural,45.1,2,7289.1,5.18,360757.46
5,2963.9,4.0,Downtown,35.4,2,1501.9,7.92,778919.81
3,2239.1,3.0,Suburban,46.6,0,9296.5,8.12,402216.0
6,3982.3,4.0,Suburban,24.0,2,14328.5,4.7,794187.88
3,1781.6,3.0,Downtown,48.8,2,11994.5,6.69,497516.68
2,1214.9,1.0,Urban,27.0,2,13059.8,9.16,282110.01
4,2639.7,3.5,Urban,32.2,2,4207.9,1.27,628538.46
3,2068.8,2.0,Suburban,4.1,3,9500.5,0.62,427217.31
4,3491.8,3.5,Suburban,30.6,0,13501.6,5.0,637443.37
6,3583.7,4.5,Urban,38.4,1,1960.5,3.65,833347.86
2,1882.0,1.5,Downtown,22.0,2,13281.6,1.33,538899.44
2,1631.1,1.5,Downtown,25.1,0,1903.0,1.92,389162.42
4,3144.3,2.5,Rural,19.7,3,14763.0,2.95,460653.39
3,2026.9,1.5,Urban,48.5,0,2174.9,1.44,396221.99
2,1204.0,1.5,Urban,23.8,2,6151.5,3.53,314368.88
1,960.1,1.0,Suburban,6.3,2,1765.1,1.76,215663.63
1,731.3,1.0,Suburban,1.4,2,1794.8,6.43,129965.26
4,2182.1,2.5,Rural,38.6,2,13128.0,7.12,347224.55
2,1043.0,1.5,Suburban,27.4,0,1890.5,7.87,167855.53
3,2653.0,2.0,Suburban,0.1,1,12096.7,8.76,481624.83
3,2195.8,2.5,Suburban,19.1,2,13696.3,0.53,448767.78
3,2320.5,2.5,Downtown,45.7,2,14090.7,2.18,611251.61
1,820.7,1.0,Suburban,47.4,0,13096.6,8.24,141164.02
4,2654.6,3.5,Downtown,2.7,2,14372.3,0.79,829860.88
1,1027.0,1.0,Downtown,6.2,1,1725.1,6.82,244516.79
4,2513.9,3.0,Downtown,0.2,2,14952.5,2.22,790463.62
4,2354.4,3.0,Downtown,43.4,0,1286.8,5.31,595702.48
3,2326.7,1.5,Downtown,3.5,1,3331.2,9.64,581619.35
3,1591.7,2.0,Downtown,5.4,1,2133.3,6.66,444697.22
3,3239.3,2.0,Downtown,11.4,2,11415.9,4.0,872006.13
3,2550.0,2.0,Downtown,45.9,2,2218.4,7.05,574649.33
4,2702.9,3.0,Suburban,34.4,2,5097.6,0.55,527133.96
4,2944.4,2.5,Suburban,30.8,0,9933.1,9.53,542075.8
3,2392.0,2.0,Suburban,39.2,1,7972.2,3.77,443142.56
3,2080.6,2.5,Downtown,34.7,1,2907.2,9.81,500405.91
5,3660.8,3.0,Rural,37.3,2,8301.5,6.93,518467.35
5,2797.9,4.0,Suburban,3.7,3,5769.3,3.23,613624.73
3,2062.9,2.0,Urban,29.5,2,9203.1,6.35,477788.28
3,2167.2,2.5,Urban,37.7,1,8538.9,4.11,500446.87
3,2334.8,3.0,Suburban,28.3,2,14853.1,6.61,507019.82
5,3950.3,3.5,Suburban,0.6,1,13089.2,8.01,790772.82
2,1512.1,2.0,Suburban,10.6,2,1051.3,4.97,292367.21
3,1450.1,2.5,Suburban,48.1,2,3464.2,2.61,267996.76
3,2576.3,2.0,Urban,35.2,0,13783.9,9.82,559451.15
3,2547.0,2.0,Urban,34.4,2,8552.4,4.42,564674.64
3,2354.3,2.5,Suburban,33.0,1,11632.6,2.18,474238.75
6,3711.8,4.0,Downtown,6.4,2,8049.1,7.52,1028811.82
2,1589.8,1.0,Suburban,0.2,1,12000.7,6.73,344924.89
3,3176.3,2.5,Downtown,22.0,2,2858.8,8.26,759806.71
2,1260.7,1.5,Downtown,22.2,2,11330.6,0.52,394658.12
2,1356.1,1.0,Suburban,40.6,1,13174.5,3.8,265431.85
3,1766.0,2.0,Downtown,9.1,3,4719.1,3.49,523303.56
3,1978.8,2.0,Rural,13.8,3,6157.1,9.28,301820.87
3,1891.8,2.5,Urban,3.9,2,9268.1,3.82,521255.87
3,2022.1,1.5,Suburban,20.0,2,13155.4,5.51,402776.35
2,1467.7,2.5,Downtown,12.8,2,13709.1,0.53,475442.11
3,2730.7,2.0,Downtown,13.1,2,8482.0,8.18,701136.21
5,4233.3,3.5,Urban,12.7,0,10212.9,1.58,959637.29
5,3502.3,3.5,Suburban,11.6,0,13220.7,8.88,701337.81
3,1307.8,2.5,Downtown,16.0,2,4238.2,7.48,391157.63
3,2243.9,2.5,Urban,26.8,2,12553.0,5.79,575162.61
5,3793.0,3.5,Suburban,21.9,3,4666.0,7.62,695202.27
1,1171.5,1.0,Suburban,3.2,2,9134.1,8.03,217995.0
4,1845.9,2.5,Rural,21.3,2,14085.3,7.64,311612.24
5,3123.8,4.0,Downtown,42.3,1,8160.9,6.78,819058.06
2,1160.3,2.0,Urban,5.0,2,2307.7,8.87,277751.29
2,1147.4,2.0,Rural,47.2,1,13541.3,4.52,175861.67
5,3107.8,4.0,Downtown,15.4,1,9189.6,5.88,859679.5
3,1842.4,2.5,Rural,0.7,2,1996.1,9.71,285236.26
1,1145.9,1.5,Suburban,12.7,0,1147.4,4.04,198850.86
3,2002.1,2.5,Rural,3.5,2,4658.0,7.63,299649.57
3,2545.9,2.5,Suburban,28.3,2,2684.0,4.22,464972.03
3,1478.2,2.0,Rural,15.8,1,9798.1,4.97,267874.07
4,2355.4,3.5,Suburban,40.3,1,9354.0,3.69,462180.7
6,4023.8,4.5,Suburban,36.6,0,12772.3,1.95,771577.56
3,2028.9,2.5,Urban,23.4,0,8187.1,9.74,460994.92
3,1969.9,3.0,Suburban,28.0,0,4543.7,4.75,358051.91
3,2110.2,2.5,Suburban,30.4,1,1704.0,3.15,387700.66
3,2143.5,2.0,Suburban,13.5,2,1147.1,6.64,408316.25
2,1995.6,1.0,Suburban,7.0,2,13960.9,1.55,435907.83
5,3346.1,3.5,Suburban,18.8,0,3023.2,5.66,612176.15
4,2775.3,3.0,Urban,4.7,3,7988.7,5.95,668450.65
3,2158.4,2.5,Suburban,15.7,2,12127.0,2.36,455405.39
3,2573.1,2.5,Suburban,27.6,0,14000.9,9.62,481284.8
2,1559.7,2.0,Urban,27.0,2,3823.7,6.15,337849.69
3,2073.3,2.5,Suburban,6.0,2,4247.1,2.61,427552.12
3,2205.0,2.0,Urban,0.4,2,3516.5,8.42,537694.93
3,2248.9,2.0,Downtown,4.4,2,3225.0,3.42,606883.77
6,4866.5,4.5,Downtown,1.8,0,7369.4,7.43,1270307.5
3,2099.8,3.0,Suburban,20.0,3,9902.7,6.47,458947.83
3,2438.8,2.5,Downtown,19.5,1,10887.7,2.02,659212.51
4,2357.3,3.0,Downtown,12.1,2,5580.8,1.4,688601.26
2,1623.7,1.5,Suburban,10.8,2,9733.4,6.27,325148.87
3,1904.5,2.5,Suburban,19.8,1,1033.2,6.85,324624.32
3,1847.1,2.5,Suburban,4.3,2,13435.8,1.75,429343.04
3,2359.3,3.0,Rural,10.7,3,13176.5,2.14,380728.92
4,2547.2,3.0,Suburban,20.3,2,8617.2,0.98,532108.52
3,1948.3,3.0,Suburban,4.7,2,4407.2,1.78,422481.96
4,2130.2,3.0,Suburban,42.0,1,14611.2,6.09,437590.32
3,1949.2,3.0,Suburban,33.8,2,12349.0,2.41,400719.98
3,2077.7,2.5,Downtown,19.2,2,1237.4,3.24,547179.95
4,2619.7,3.5,Suburban,7.5,2,7575.0,5.77,547667.57
2,1484.9,2.0,Downtown,9.7,0,2429.1,4.43,374660.6
2,1077.4,2.5,Downtown,6.0,2,2851.4,8.53,333853.65
3,2087.7,2.5,Suburban,8.0,0,1018.3,5.93,389497.75
3,2315.5,2.0,Urban,21.1,1,10628.0,1.75,555638.75
1,791.5,1.0,Suburban,12.3,2,4535.3,4.15,157605.34
3,2209.8,2.0,Suburban,44.2,1,5267.8,2.96,379238.45
3,2191.2,3.0,Suburban,48.0,1,1658.5,2.96,384149.71
3,2179.5,3.0,Urban,34.6,1,1111.2,2.94,461152.91
5,3444.8,4.5,Downtown,40.4,1,12098.1,4.47,922326.92
3,1946.0,2.0,Suburban,12.8,1,10259.7,1.75,410272.64
4,3021.7,3.5,Downtown,33.3,2,6352.5,2.9,804744.05
2,2114.5,1.0,Suburban,2.9,2,1978.6,7.16,384303.13
3,2511.2,1.5,Suburban,48.0,2,11861.3,8.36,432577.62
4,2985.1,3.0,Downtown,33.5,1,13969.0,0.63,825594.46
3,2419.1,3.0,Suburban,15.8,1,8384.0,1.29,459193.41
4,3250.8,2.5,Rural,38.7,2,2945.3,8.62,429650.66
3,2203.3,2.0,Urban,0.8,0,10135.5,2.54,528049.31
2,1619.6,2.0,Urban,18.8,0,2001.2,3.47,343272.8
3,2475.4,2.5,Suburban,44.8,2,3317.4,3.7,432669.84
3,1595.0,3.0,Rural,13.2,2,7590.3,8.73,257265.3
4,2298.1,3.0,Downtown,33.4,0,4486.5,2.05,604310.36
2,1682.2,1.5,Suburban,18.0,1,14023.0,8.22,335885.98
5,3128.6,3.5,Suburban,19.6,1,12324.2,4.94,634615.05
5,3232.9,3.5,Rural,37.3,1,4874.7,7.94,422872.78
2,1618.9,1.0,Suburban,45.5,1,14493.1,7.04,300274.87
3,1424.4,1.5,Downtown,8.3,1,6296.1,7.45,404588.37
4,2648.0,4.0,Rural,13.8,1,8957.2,1.58,421881.45
5,3049.9,4.0,Downtown,24.4,1,8896.2,3.43,855512.36
3,1894.0,3.5,Downtown,30.7,2,10094.2,2.66,557276.52
3,2420.5,2.0,Suburban,23.4,3,4410.8,1.7,500480.91
3,1432.5,2.0,Suburban,40.3,1,13908.7,6.57,296797.06
3,1881.4,2.0,Urban,38.4,1,4719.5,7.1,370719.29
3,2490.8,2.0,Suburban,20.3,2,10307.8,1.84,488996.46
4,2819.3,3.5,Suburban,2.0,2,11720.7,7.8,587057.93
2,1078.9,1.5,Downtown,9.7,2,13341.2,3.22,378162.53
1,1002.6,1.0,Suburban,24.3,1,7397.1,4.08,161031.36
3,1967.4,3.0,Suburban,46.4,2,10963.6,9.94,378757.32
3,2845.9,2.5,Downtown,28.4,1,2195.4,2.32,688359.01
3,2170.1,2.0,Rural,26.5,0,11892.3,1.62,337175.82
3,2131.8,2.0,Downtown,36.2,2,11579.2,3.05,583149.31
3,1635.5,2.5,Urban,7.6,2,6748.5,9.35,429552.93
2,1545.9,3.0,Rural,7.3,1,5388.4,1.64,265447.84
3,1824.8,2.5,Downtown,17.3,3,6322.8,6.35,542245.36
5,4100.1,4.0,Downtown,49.7,2,2267.9,8.03,1005965.22
3,2249.4,2.5,Suburban,43.8,2,9929.3,9.26,430124.03
3,2096.0,2.0,Suburban,34.0,1,13782.5,5.04,399267.95
3,2686.6,2.5,Urban,19.6,1,10320.2,4.85,626964.81
6,2271.2,4.5,Suburban,27.7,2,9127.3,8.36,501118.85
2,1550.3,1.5,Rural,15.2,2,14869.9,2.36,261357.87
3,2411.2,2.0,Rural,33.7,1,8585.7,4.89,309897.67
4,3040.8,3.0,Rural,20.9,0,5841.6,6.56,396814.18
3,2162.5,2.0,Downtown,6.0,2,10865.3,7.15,622652.56
2,1293.4,1.0,Downtown,10.8,2,8300.0,1.56,406497.27
3,2262.0,2.0,Downtown,30.4,3,14609.3,8.74,630715.64
2,2056.0,1.0,Urban,34.7,1,13571.4,8.27,460481.53
3,2399.2,2.0,Downtown,4.8,1,14255.8,3.51,700855.38
4,3094.3,2.5,Urban,40.4,3,1014.3,5.03,652204.84
2,1327.2,2.0,Suburban,41.2,2,5679.0,4.15,270820.26
4,2492.0,3.5,Suburban,36.2,0,9781.1,9.82,488082.54
1,661.9,1.0,Suburban,34.2,2,5316.5,6.05,97297.21
4,2340.5,3.5,Suburban,11.6,0,10190.2,3.07,492373.98
3,1543.2,2.0,Downtown,46.0,1,11009.3,7.59,415222.91
2,1340.7,2.0,Suburban,13.4,0,9726.0,8.31,280651.3
2,1528.5,1.5,Suburban,9.1,1,7415.7,7.4,307270.33
5,3148.6,4.0,Urban,31.9,2,10754.5,1.29,767331.26
2,1439.2,1.0,Suburban,18.2,1,11925.3,3.23,288183.1
2,1636.0,1.0,Urban,46.7,0,10745.2,3.94,325692.92
3,1973.7,2.0,Urban,23.0,2,12368.0,2.56,484815.04
3,1826.8,2.5,Suburban,8.2,2,14261.5,5.07,398236.58
3,1418.2,3.0,Suburban,47.9,0,2435.2,3.54,261036.94
2,1353.5,1.0,Suburban,25.8,2,13689.9,0.85,302147.23
3,2074.1,2.0,Downtown,25.9,2,4829.3,6.69,565284.1
2,1386.7,1.0,Urban,19.3,2,8892.8,4.64,324448.55
2,1876.2,1.5,Rural,41.8,1,14193.2,0.77,272864.13
3,2492.2,1.5,Suburban,14.4,1,9681.0,9.36,453541.02
4,3237.8,3.5,Rural,0.7,1,2178.4,6.68,458345.3
2,1943.8,1.5,Suburban,24.9,0,7989.2,1.2,341930.0
3,2158.1,2.5,Suburban,46.3,0,13520.9,8.95,392388.98
3,2014.7,2.0,Suburban,13.7,1,6769.3,4.5,414481.21
5,2349.4,4.0,Downtown,13.3,2,12871.4,2.78,756141.04
5,3618.0,4.0,Downtown,36.9,1,12118.6,0.94,992565.98
4,2684.1,3.0,Suburban,38.8,2,13690.0,7.58,518389.98
2,996.0,1.5,Suburban,21.8,1,4683.0,9.71,161762.75
2,1427.0,1.0,Suburban,41.7,2,7951.8,2.26,256986.12
3,1519.7,2.0,Urban,8.6,1,5692.9,4.46,411334.1
3,2285.7,2.0,Downtown,18.4,2,8479.8,2.76,619582.18
3,2372.0,2.0,Suburban,20.2,1,1267.7,5.94,401128.3
4,2579.8,3.5,Suburban,15.6,2,4383.4,8.78,494557.59
4,1686.7,3.5,Downtown,10.9,0,14636.5,1.74,606105.49
4,2339.5,2.5,Rural,16.9,1,9443.8,3.33,372668.39
3,2238.3,2.5,Urban,0.9,1,3426.5,2.06,543996.44
3,2232.9,2.0,Downtown,35.2,2,8116.4,2.67,610666.55
3,1859.0,3.0,Urban,34.2,1,10771.8,1.73,476637.37
2,1642.8,1.5,Suburban,22.5,2,9452.1,6.53,318479.74
4,2667.8,3.0,Suburban,16.1,1,8026.9,0.91,529210.48
1,940.8,1.0,Rural,21.7,0,10435.5,7.43,145146.56
3,2337.7,1.5,Suburban,46.8,2,3337.2,1.85,399542.1
3,2054.3,2.5,Rural,30.2,2,7134.6,3.03,289368.69
3,2155.2,2.5,Rural,36.6,2,11503.7,3.78,328661.79
4,3329.9,3.0,Downtown,11.5,1,9112.4,4.12,891922.39
3,2272.0,2.0,Downtown,4.7,0,13687.9,2.14,671681.46
4,2916.6,3.0,Suburban,4.2,2,7212.7,5.14,570552.12
3,2396.1,2.5,Urban,23.6,3,2850.5,9.0,540083.53
